region_code,region_name,sido_name,sigungu_code,sigungu_name,emd_name,representative_longitude,representative_latitude,admin_unit_type,forest_type_class,road_access_class,slope_class,dryness_class,settlement_interface_class,geometry_source,code_match_status,profile_generated_at,profile_basis
2911011100,광주광역시 동구 지산동,광주광역시,29110,동구,지산동,126.9425522,35.1487998,urban_dong,urban_interface,dense_road,medium,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011200,광주광역시 동구 남동,광주광역시,29110,동구,남동,126.9202019,35.1441164,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011300,광주광역시 동구 광산동,광주광역시,29110,동구,광산동,126.9199016,35.1466744,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011400,광주광역시 동구 금동,광주광역시,29110,동구,금동,126.9174911,35.1433268,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011500,광주광역시 동구 호남동,광주광역시,29110,동구,호남동,126.9126196,35.1476052,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011600,광주광역시 동구 불로동,광주광역시,29110,동구,불로동,126.9149546,35.1453874,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011700,광주광역시 동구 황금동,광주광역시,29110,동구,황금동,126.9157464,35.1473469,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011800,광주광역시 동구 서석동,광주광역시,29110,동구,서석동,126.9307172,35.1422182,urban_dong,urban_interface,dense_road,medium,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911011900,광주광역시 동구 소태동,광주광역시,29110,동구,소태동,126.9436219,35.118923,urban_dong,urban_interface,dense_road,medium,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012000,광주광역시 동구 용연동,광주광역시,29110,동구,용연동,126.9730697,35.1052552,urban_dong,urban_interface,dense_road,medium,elevated,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012100,광주광역시 동구 운림동,광주광역시,29110,동구,운림동,126.9674123,35.127999,urban_dong,urban_interface,dense_road,medium,elevated,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012200,광주광역시 동구 학동,광주광역시,29110,동구,학동,126.9311669,35.1362645,urban_dong,urban_interface,dense_road,medium,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012300,광주광역시 동구 월남동,광주광역시,29110,동구,월남동,126.9415756,35.1026384,urban_dong,urban_interface,dense_road,medium,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012400,광주광역시 동구 선교동,광주광역시,29110,동구,선교동,126.9526042,35.0847874,urban_dong,urban_interface,dense_road,medium,elevated,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012500,광주광역시 동구 내남동,광주광역시,29110,동구,내남동,126.9348937,35.0874316,urban_dong,urban_interface,dense_road,medium,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012600,광주광역시 동구 용산동,광주광역시,29110,동구,용산동,126.9244611,35.1124731,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012700,광주광역시 동구 충장로1가,광주광역시,29110,동구,충장로1가,126.9177323,35.1471812,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012800,광주광역시 동구 충장로2가,광주광역시,29110,동구,충장로2가,126.9163326,35.1480493,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911012900,광주광역시 동구 충장로3가,광주광역시,29110,동구,충장로3가,126.9151443,35.1488423,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911013000,광주광역시 동구 충장로4가,광주광역시,29110,동구,충장로4가,126.9134308,35.149525,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911013100,광주광역시 동구 금남로1가,광주광역시,29110,동구,금남로1가,126.9191882,35.1478111,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911013200,광주광역시 동구 금남로2가,광주광역시,29110,동구,금남로2가,126.917465,35.1487588,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911013300,광주광역시 동구 금남로3가,광주광역시,29110,동구,금남로3가,126.9161512,35.1499609,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2911013400,광주광역시 동구 금남로4가,광주광역시,29110,동구,금남로4가,126.9151634,35.1509284,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914010400,광주광역시 서구 양동,광주광역시,29140,서구,양동,126.8993749,35.1545297,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914010600,광주광역시 서구 농성동,광주광역시,29140,서구,농성동,126.8898317,35.1542836,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914011500,광주광역시 서구 광천동,광주광역시,29140,서구,광천동,126.881839,35.1652763,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914011600,광주광역시 서구 유촌동,광주광역시,29140,서구,유촌동,126.8541561,35.1661854,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914011700,광주광역시 서구 덕흥동,광주광역시,29140,서구,덕흥동,126.8355103,35.16654,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914011800,광주광역시 서구 쌍촌동,광주광역시,29140,서구,쌍촌동,126.8629729,35.1546629,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914011900,광주광역시 서구 화정동,광주광역시,29140,서구,화정동,126.8788087,35.1467588,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012000,광주광역시 서구 치평동,광주광역시,29140,서구,치평동,126.8408373,35.1523674,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012100,광주광역시 서구 내방동,광주광역시,29140,서구,내방동,126.8726548,35.1590739,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012500,광주광역시 서구 서창동,광주광역시,29140,서구,서창동,126.8295533,35.1089231,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012600,광주광역시 서구 세하동,광주광역시,29140,서구,세하동,126.8339828,35.1195026,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012700,광주광역시 서구 용두동,광주광역시,29140,서구,용두동,126.8162743,35.100208,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012800,광주광역시 서구 풍암동,광주광역시,29140,서구,풍암동,126.8752412,35.1241573,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914012900,광주광역시 서구 벽진동,광주광역시,29140,서구,벽진동,126.8296689,35.1332276,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914013000,광주광역시 서구 금호동,광주광역시,29140,서구,금호동,126.853633,35.1318974,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914013100,광주광역시 서구 마륵동,광주광역시,29140,서구,마륵동,126.8415514,35.1427416,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914013200,광주광역시 서구 매월동,광주광역시,29140,서구,매월동,126.8535241,35.1172944,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2914013300,광주광역시 서구 동천동,광주광역시,29140,서구,동천동,126.8607138,35.1717647,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510100,광주광역시 남구 사동,광주광역시,29155,남구,사동,126.9124503,35.1437731,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510200,광주광역시 남구 구동,광주광역시,29155,남구,구동,126.9098552,35.1468462,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510300,광주광역시 남구 서동,광주광역시,29155,남구,서동,126.9067481,35.1440854,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510400,광주광역시 남구 월산동,광주광역시,29155,남구,월산동,126.8953705,35.1441253,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510500,광주광역시 남구 백운동,광주광역시,29155,남구,백운동,126.9037862,35.1385128,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510600,광주광역시 남구 주월동,광주광역시,29155,남구,주월동,126.8977362,35.131655,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510700,광주광역시 남구 노대동,광주광역시,29155,남구,노대동,126.9071066,35.1001017,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510800,광주광역시 남구 진월동,광주광역시,29155,남구,진월동,126.9020767,35.1155705,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915510900,광주광역시 남구 덕남동,광주광역시,29155,남구,덕남동,126.9001706,35.0890727,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511000,광주광역시 남구 행암동,광주광역시,29155,남구,행암동,126.8869845,35.0994044,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511100,광주광역시 남구 임암동,광주광역시,29155,남구,임암동,126.8697874,35.1014978,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511200,광주광역시 남구 송하동,광주광역시,29155,남구,송하동,126.8838753,35.1100591,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511300,광주광역시 남구 양림동,광주광역시,29155,남구,양림동,126.9147851,35.1387068,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511400,광주광역시 남구 방림동,광주광역시,29155,남구,방림동,126.9197491,35.1314061,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511500,광주광역시 남구 봉선동,광주광역시,29155,남구,봉선동,126.9140727,35.1243213,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511600,광주광역시 남구 구소동,광주광역시,29155,남구,구소동,126.8078036,35.0563132,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511700,광주광역시 남구 양촌동,광주광역시,29155,남구,양촌동,126.7889784,35.0651479,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511800,광주광역시 남구 도금동,광주광역시,29155,남구,도금동,126.8454648,35.0759524,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915511900,광주광역시 남구 승촌동,광주광역시,29155,남구,승촌동,126.7756991,35.0611158,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915512000,광주광역시 남구 지석동,광주광역시,29155,남구,지석동,126.8351021,35.082299,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915512100,광주광역시 남구 압촌동,광주광역시,29155,남구,압촌동,126.8326602,35.0904122,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915512200,광주광역시 남구 화장동,광주광역시,29155,남구,화장동,126.8001575,35.0830661,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
2915512300,광주광역시 남구 칠석동,광주광역시,29155,남구,칠석동,126.8368449,35.07019,urban_dong,urban_interface,dense_road,low,seasonal,high,data/raw/SOURCE_ADMIN_BOUNDARIES/snapshots/full/LP_AA_EMD_gwangju_jeonnam.csv,active_legal_code_boundary_geometry_match,2026-05-01T00:29:44+09:00,boundary representative point + legal dong admin type heuristic
