station_record_id,station_id,station_type,station_name,start_date,end_date,is_active,sido_name,sigungu_name,address,latitude,longitude,altitude_m,source_category_code,source_category_name,source_url,captured_at,region_filter_method
ASOS_259_2021-02-25,259,ASOS,강진군,2021-02-25,,true,전라남도,강진군,전라남도 강진군 강진읍 남포리,34.6446,126.7841,16,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_260_1972-01-21,260,ASOS,장흥,1972-01-21,,true,전라남도,장흥군,전라남도 장흥군 장흥읍 축내리,34.6889,126.9195,43.99,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_261_1971-02-03,261,ASOS,해남,1971-02-03,,true,전라남도,해남군,전라남도 해남군 해남읍 남천리,34.5538,126.5691,16.36,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_262_1972-01-22,262,ASOS,고흥,1972-01-22,2017-08-25,false,전라남도,고흥군,전라남도 고흥군 고흥읍 행정리,34.6182,127.2757,53.12,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_262_2017-08-25,262,ASOS,고흥,2017-08-25,,true,전라남도,고흥군,전라남도 고흥군 고흥읍 행정리,34.6183,127.2757,51.91,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_266_2011-01-01,266,ASOS,광양시,2011-01-01,2017-08-25,false,전라남도,광양시,전라남도 광양시 중동,34.943,127.691,80.9,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_266_2017-08-25,266,ASOS,광양시,2017-08-25,,true,전라남도,광양시,전라남도 광양시 중동,34.9434,127.6914,88.21,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
ASOS_268_2014-05-09,268,ASOS,진도군,2014-05-09,,true,전라남도,진도군,전라남도 진도군 진도읍 남동리,34.473,126.2585,9.82,SFC01,종관기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_175_2001-10-31,175,AWS,진도(첨찰산),2001-10-31,2015-07-13,false,전라남도,진도군,전라남도 진도군 의신면 사천리,34.4721,126.3238,476.47,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_175_2015-07-13,175,AWS,진도(첨찰산),2015-07-13,2015-12-16,false,전라남도,진도군,전라남도 진도군 의신면 사천리,34.4721,126.3238,476.47,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_175_2015-12-16,175,AWS,진도(첨찰산),2015-12-16,2019-08-01,false,전라남도,진도군,전라남도 진도군 의신면 사천리,34.4721,126.3238,478.51,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_175_2019-08-01,175,AWS,진도(레),2019-08-01,2020-04-29,false,전라남도,진도군,전라남도 진도군 의신면 사천리,34.4721,126.3238,478.51,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_175_2020-04-29,175,AWS,진도(레),2020-04-29,2024-10-15,false,전라남도,진도군,전라남도 진도군 의신면 사천리,34.4721,126.3238,478.51,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_175_2024-10-15,175,AWS,진도(레),2024-10-15,,true,전라남도,진도군,전라남도 진도군 의신면 사천리,34.4721,126.3238,478.51,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_269_2024-03-22,269,AWS,안마도,2024-03-22,2024-04-30,false,전라남도,영광군,전라남도 영광군 낙월면 월촌리,35.3469,126.0305,28,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_269_2024-04-30,269,AWS,안마도,2024-04-30,,true,전라남도,영광군,전라남도 영광군 낙월면 월촌리,35.3469,126.0305,28,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_301_2001-01-05,301,AWS,안마도,2001-01-05,2003-08-05,false,전라남도,영광군,전라남도 영광군 낙월면 월촌리,35.3333,126.0167,5,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_301_2003-08-05,301,AWS,임자도,2003-08-05,2011-11-23,false,전라남도,신안군,전라남도 신안군 임자면 진리,35.0841,126.1112,15.35,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_301_2011-11-23,301,AWS,임자도,2011-11-23,2020-10-23,false,전라남도,신안군,전라남도 신안군 임자면 진리,35.0859,126.118,6,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_301_2020-10-23,301,AWS,임자도,2020-10-23,2022-10-21,false,전라남도,신안군,전라남도 신안군 임자면 진리,35.087,126.1199,6.33,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_301_2022-10-21,301,AWS,임자도,2022-10-21,2023-10-25,false,전라남도,신안군,전라남도 신안군 임자면 진리,35.0951,126.1164,9,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_301_2023-10-25,301,AWS,임자도,2023-10-25,,true,전라남도,신안군,전라남도 신안군 임자면 진리,35.0951,126.1164,9,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_302_2001-01-05,302,AWS,장산도,2001-01-05,2011-12-09,false,전라남도,신안군,전라남도 신안군 장산면 도창리,34.6432,126.1491,18.91,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_302_2011-12-09,302,AWS,장산도,2011-12-09,2020-10-23,false,전라남도,신안군,전라남도 신안군 장산면 오음리,34.6647,126.1592,19,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_302_2020-10-23,302,AWS,장산도,2020-10-23,2023-11-01,false,전라남도,신안군,전라남도 신안군 장산면 오음리,34.6647,126.1593,17.03,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_302_2023-11-01,302,AWS,장산도,2023-11-01,2023-11-23,false,전라남도,신안군,전라남도 신안군 장산면 오음리,34.6647,126.1593,17.03,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_302_2023-11-23,302,AWS,장산도,2023-11-23,,true,전라남도,신안군,전라남도 신안군 장산면 팽진리,34.6427,126.1826,6,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_303_2001-03-12,303,AWS,가거도,2001-03-12,2010-11-23,false,전라남도,신안군,전라남도 신안군 흑산면 가거도리,34.0667,125.1167,60,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_303_2010-11-23,303,AWS,가거도,2010-11-23,2017-02-27,false,전라남도,신안군,전라남도 신안군 흑산면 가거도리,34.0522,125.1264,22,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_303_2017-02-27,303,AWS,가거도,2017-02-27,2017-08-25,false,전라남도,신안군,전라남도 신안군 흑산면 가거도리,34.0728,125.0975,107.9,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_303_2017-08-25,303,AWS,가거도,2017-08-25,2019-12-05,false,전라남도,신안군,전라남도 신안군 흑산면 가거도리,34.0725,125.0972,97.84,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_303_2019-12-05,303,AWS,가거도,2019-12-05,2021-08-03,false,전라남도,신안군,전라남도 신안군 흑산면 가거도리,34.0725,125.0972,97.84,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_303_2021-08-03,303,AWS,가거도,2021-08-03,,true,전라남도,신안군,전라남도 신안군 흑산면 가거도리,34.0728,125.0974,105.88,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2001-02-20,304,AWS,당사도,2001-02-20,2002-09-11,false,전라남도,,전라남도,34.0833,126.600,100,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2002-09-11,304,AWS,소안도,2002-09-11,2006-04-20,false,전라남도,완도군,전라남도 완도군 소안면 비자리,34.1678,126.655,25,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2006-04-20,304,AWS,신지도,2006-04-20,2011-11-17,false,전라남도,완도군,전라남도 완도군 신지면 대곡리,34.3347,126.8273,21.41,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2011-11-17,304,AWS,신지도,2011-11-17,2015-07-13,false,전라남도,완도군,전라남도 완도군 신지면 월양리,34.318,126.8485,21,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2015-07-13,304,AWS,신지도,2015-07-13,2020-10-23,false,전라남도,완도군,전라남도 완도군 신지면 월양리,34.318,126.8485,21,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2020-10-23,304,AWS,신지도,2020-10-23,2023-11-01,false,전라남도,완도군,전라남도 완도군 신지면 월양리,34.318,126.8485,25.41,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_304_2023-11-01,304,AWS,신지도,2023-11-01,,true,전라남도,완도군,전라남도 완도군 신지면 월양리,34.318,126.8485,25.41,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_305_2001-02-20,305,AWS,여서도,2001-02-20,2007-10-19,false,전라남도,완도군,전라남도 완도군 청산면 여서리,33.900,126.9167,32,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_305_2007-10-19,305,AWS,여서도,2007-10-19,2015-07-13,false,전라남도,완도군,전라남도 완도군 청산면 여서리,33.9862,126.9201,35.38,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_305_2015-07-13,305,AWS,여서도,2015-07-13,2024-10-15,false,전라남도,완도군,전라남도 완도군 청산면 여서리,33.9862,126.9201,35.38,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_305_2024-10-15,305,AWS,여서도,2024-10-15,,true,전라남도,완도군,전라남도 완도군 청산면 여서리,33.9862,126.9201,34.96,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_306_2001-01-05,306,AWS,소리도,2001-01-05,2014-10-24,false,전라남도,여수시,전라남도 여수시 남면 연도리,34.9525,127.8008,5,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_306_2014-10-24,306,AWS,소리도,2014-10-24,2019-11-21,false,전라남도,여수시,전라남도 여수시 남면 연도리,34.4319,127.8011,3.04,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_306_2019-11-21,306,AWS,소리도,2019-11-21,,true,전라남도,여수시,전라남도 여수시 남면 연도리,34.4319,127.8011,3.04,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_307_2001-01-05,307,AWS,평도,2001-01-05,2014-12-10,false,전라남도,여수시,전라남도 여수시 삼산면 손죽리,34.2437,127.4496,38.49,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_308_2014-12-24,308,AWS,옥도,2014-12-24,2020-10-23,false,전라남도,신안군,전라남도 신안군 하의면 옥도리,34.687,126.0731,5.6,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_308_2020-10-23,308,AWS,옥도,2020-10-23,2023-11-01,false,전라남도,신안군,전라남도 신안군 하의면 옥도리,34.687,126.073,8.23,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_308_2023-11-01,308,AWS,옥도,2023-11-01,2024-09-13,false,전라남도,신안군,전라남도 신안군 하의면 옥도리,34.687,126.073,8.23,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_308_2024-09-13,308,AWS,옥도,2024-09-13,,true,전라남도,신안군,전라남도 신안군 하의면 옥도리,34.687,126.073,8.23,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_315_2002-06-27,315,AWS,성삼재,2002-06-27,2015-07-13,false,전라남도,구례군,전라남도 구례군 산동면 좌사리,35.3067,127.5108,1088.86,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_315_2015-07-13,315,AWS,성삼재,2015-07-13,2020-10-23,false,전라남도,구례군,전라남도 구례군 산동면 좌사리,35.3067,127.5108,1088.86,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_315_2020-10-23,315,AWS,성삼재,2020-10-23,2023-10-28,false,전라남도,구례군,전라남도 구례군 산동면 좌사리,35.3067,127.5108,1087.86,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_315_2023-10-28,315,AWS,성삼재,2023-10-28,2024-10-15,false,전라남도,구례군,전라남도 구례군 산동면 좌사리,35.3067,127.5108,1087.86,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_315_2024-10-15,315,AWS,성삼재,2024-10-15,,true,전라남도,구례군,전라남도 구례군 산동면 좌사리,35.3067,127.5108,1087.86,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_316_2001-10-15,316,AWS,무등봉,2001-10-15,2012-12-01,false,광주광역시,동구,광주광역시 동구 용연동,35.1144,126.9974,911.82,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_316_2012-12-01,316,AWS,무등산,2012-12-01,2020-10-23,false,광주광역시,동구,광주광역시 동구 용연동,35.1144,126.9974,911.82,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_316_2020-10-23,316,AWS,무등산,2020-10-23,2023-10-30,false,광주광역시,동구,광주광역시 동구 용연동,35.1144,126.9974,911.53,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_316_2023-10-30,316,AWS,무등산,2023-10-30,,true,광주광역시,동구,광주광역시 동구 용연동,35.1144,126.9974,911.53,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_687_2019-04-19,687,AWS,석곡,2019-04-19,,true,전라남도,곡성군,전라남도 곡성군 석곡면 유정리,35.1262,127.2528,62.2,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_688_2014-12-10,688,AWS,봉산,2014-12-10,2020-10-23,false,전라남도,담양군,전라남도 담양군 봉산면 삼지리,35.269,126.939,31.3,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_688_2020-10-23,688,AWS,봉산,2020-10-23,2023-10-30,false,전라남도,담양군,전라남도 담양군 봉산면 삼지리,35.2688,126.9391,31.02,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_688_2023-10-30,688,AWS,봉산,2023-10-30,,true,전라남도,담양군,전라남도 담양군 봉산면 삼지리,35.2688,126.9391,31.02,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_689_2018-10-18,689,AWS,광주남구,2018-10-18,2020-10-23,false,광주광역시,남구,광주광역시 남구 노대동,35.1008,126.8985,75.1,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_689_2020-10-23,689,AWS,광주남구,2020-10-23,2021-10-15,false,광주광역시,남구,광주광역시 남구 노대동,35.1008,126.8985,73.11,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_689_2021-10-15,689,AWS,광주남구,2021-10-15,,true,광주광역시,남구,광주광역시 남구 노대동,35.1008,126.8985,73.11,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_697_2003-12-26,697,AWS,죽도,2003-12-26,2010-12-09,false,전라남도,진도군,전라남도 진도군 조도면,34.2217,125.8483,84,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_697_2010-12-09,697,AWS,죽도,2010-12-09,2011-08-11,false,전라남도,진도군,전라남도 진도군 조도면,34.2217,125.8483,84,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
AWS_697_2011-08-12,697,AWS,서거차도,2011-08-12,2015-07-13,false,전라남도,진도군,전라남도 진도군 조도면 서거차도리,34.2511,125.9183,4,SFC02,방재기상관측,https://data.kma.go.kr/tmeta/stn/selectStnList.do,2026-04-30T18:55:51.543060Z,KMA station metadata address starts with 광주광역시 or 전라남도
