station_id,fire_station_id,station_type,sido_name,sigungu_name,sigungu_code,emd_name,region_code,legal_dong_code,hq_name,fire_station_name,station_name,station_address,station_phone,station_fax,registry_row_id,registry_updated_at,has_official_coordinate,longitude,latitude,coordinate_source,admin_match_status
FSC-E88AA19339,FS-22FC3CF776,119_safety_center,광주광역시,남구,29155,송하동,2915511200,2915511200,광주광역시,남부소방서,송하119안전센터,광주광역시 남구 송암로58번길 13(송하동),062-606-4371,062-606-4399,298,2025-07-01,False,,,,legal_dong_match
FSC-1EA23021E5,FS-22FC3CF776,119_safety_center,광주광역시,남구,29155,월산동,2915510400,2915510400,광주광역시,남부소방서,월산119안전센터,광주광역시 남구 수박등로 1(월산동),062-606-4411,062-606-4424,299,2025-07-01,False,,,,legal_dong_match
FSC-7D2C829615,FS-CB5A42038E,119_safety_center,광주광역시,동구,29110,대인동,2911010100,2911010100,광주광역시,동부소방서,대인119안전센터,광주광역시 동구 제봉로 210(대인동),062-606-4201,062-606-4229,300,2025-07-01,False,,,,legal_dong_match
FSC-0D2EA54C9B,FS-CB5A42038E,119_safety_center,광주광역시,동구,29110,용산동,2911012600,2911012600,광주광역시,동부소방서,용산119안전센터,광주광역시 동구 남문로 535(용산동),062-606-4241,062-606-4254,301,2025-07-01,False,,,,legal_dong_match
FSC-26BFB59734,FS-CB5A42038E,119_safety_center,광주광역시,동구,29110,지산동,2911011100,2911011100,광주광역시,동부소방서,지산119안전센터,광주광역시 동구 밤실로30번길 16(지산동),062-606-4256,062-606-4269,302,2025-07-01,False,,,,legal_dong_match
FSC-0BFB93C578,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,,,,광주광역시,북부소방서,건국119안전센터,광주광역시 북구 용두마을길 10,062-606-4576,062-606-4589,303,2025-07-01,False,,,,address_only
FSC-953ADBA54E,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,동림동,2917010800,2917010800,광주광역시,북부소방서,동림119안전센터,광주광역시 북구 북문대로 202(동림동),062-606-4561,062-606-4574,304,2025-07-01,False,,,,legal_dong_match
FSC-7DEE5FA971,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,두암동,2917011400,2917011400,광주광역시,북부소방서,두암119안전센터,광주광역시 북구 삼정로 5(두암동),062-606-4546,062-606-4559,305,2025-07-01,False,,,,legal_dong_match
FSC-32E280CF58,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,오치동,2917011500,2917011500,광주광역시,북부소방서,문흥119안전센터,광주광역시 북구 서하로 290(오치동),062-606-4461,062-606-4489,306,2025-07-01,False,,,,legal_dong_match
FSC-BC8A13636B,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,우산동,2917011000,2917011000,광주광역시,북부소방서,우산119안전센터,광주광역시 북구 동문대로 127(우산동),062-606-4516,062-606-4529,307,2025-07-01,False,,,,legal_dong_match
FSC-3C687605AC,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,일곡동,2917012700,2917012700,광주광역시,북부소방서,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),062-606-4531,062-606-4544,308,2025-07-01,False,,,,legal_dong_match
FSC-5B9A2637C1,FS-E2CCD6A474,119_safety_center,광주광역시,북구,29170,임동,2917010500,2917010500,광주광역시,북부소방서,임동119안전센터,광주광역시 북구 서림로 5(임동),062-606-4501,062-606-4514,309,2025-07-01,False,,,,legal_dong_match
FSC-51D86EFF32,FS-C7C2526DBA,119_safety_center,광주광역시,서구,29140,쌍촌동,2914011800,2914011800,광주광역시,서부소방서,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),062-606-4326,062-606-4339,310,2025-07-01,False,,,,legal_dong_match
FSC-20E1F64352,FS-C7C2526DBA,119_safety_center,광주광역시,서구,29140,치평동,2914012000,2914012000,광주광역시,서부소방서,상무119안전센터,광주광역시 서구 치평로 65(치평동),062-606-4341,062-606-4354,311,2025-07-01,False,,,,legal_dong_match
FSC-A6FA1B453E,FS-C7C2526DBA,119_safety_center,광주광역시,서구,29140,화정동,2914011900,2914011900,광주광역시,서부소방서,염주119안전센터,광주광역시 서구 염화로 77(화정동),062-606-4311,062-606-4324,312,2025-07-01,False,,,,legal_dong_match
FSC-6ED599C088,FS-C7C2526DBA,119_safety_center,광주광역시,서구,29140,금호동,2914013000,2914013000,광주광역시,서부소방서,풍암119안전센터,광주광역시 서구 회재로 907(금호동),062-606-4356,062-606-4369,313,2025-07-01,False,,,,legal_dong_match
FSC-856178822E,FS-C7C2526DBA,119_safety_center,광주광역시,서구,29140,화정동,2914011900,2914011900,광주광역시,서부소방서,화정119안전센터,광주광역시 서구 화운로 197(화정동),062-606-4271,062-606-4299,314,2025-07-01,False,,,,legal_dong_match
FSC-73DCF403DD,FS-CBD86BD1B4,119_safety_center,전라남도,강진군,46810,군동면,4681031000,4681031000,전라남도,강진소방서,강진119안전센터,전라남도 강진군 군동면 중앙로 223,061-430-0890,061-430-0910,842,2025-07-01,False,,,,legal_dong_match
FSC-94FA851B83,FS-CBD86BD1B4,119_safety_center,전라남도,강진군,46810,성전면,4681036000,4681036000,전라남도,강진소방서,성전119안전센터,전라남도 강진군 성전면 강진산단로1길 23,061-430-0925,061-430-0929,843,2025-07-01,False,,,,legal_dong_match
FSC-B236D5CCF7,FS-A261A02363,119_safety_center,전라남도,고흥군,46770,풍양면,4677031000,4677031000,전라남도,고흥소방서,고흥119안전센터,전라남도 고흥군 풍양면 고흥로 1330,061-840-0890,061-840-0910,844,2025-07-01,False,,,,legal_dong_match
FSC-0E57F29BDE,FS-A261A02363,119_safety_center,전라남도,고흥군,46770,과역면,4677038000,4677038000,전라남도,고흥소방서,과역119안전센터,전라남도 고흥군 과역면 과역로 974,061-840-0930,061-840-0934,845,2025-07-01,False,,,,legal_dong_match
FSC-4A46FAD35A,FS-A261A02363,119_safety_center,전라남도,고흥군,46770,봉래면,4677036000,4677036000,전라남도,고흥소방서,나로119안전센터,전라남도 고흥군 봉래면 나로도항길 13,061-840-0970,061-840-0934,846,2025-07-01,False,,,,legal_dong_match
FSC-D052E4B407,FS-A261A02363,119_safety_center,전라남도,고흥군,46770,도양읍,4677025300,4677025300,전라남도,고흥소방서,도양119안전센터,전라남도 고흥군 도양읍 녹동신항5길 4,061-840-0925,061-840-0929,847,2025-07-01,False,,,,legal_dong_match
FSC-06F8A4F7B3,FS-AA5505F4A0,119_safety_center,전라남도,곡성군,46720,곡성읍,4672025000,4672025000,전라남도,곡성소방서,곡성119안전센터,전라남도 곡성군 곡성읍 학교로 7,061-357-0890,061-357-0919,848,2025-07-01,False,,,,legal_dong_match
FSC-39BE657BF0,FS-AA5505F4A0,119_safety_center,전라남도,곡성군,46720,옥과면,4672037000,4672037000,전라남도,곡성소방서,옥과119안전센터,전라남도 곡성군 옥과면 리문6길 29,061-357-0926,061-357-0929,849,2025-07-01,False,,,,legal_dong_match
FSC-76866F8B7F,FS-68D1FD403E,119_safety_center,전라남도,광양시,46230,광양읍,4623025000,4623025000,전라남도,광양소방서,광양119안전센터,전라남도 광양시 광양읍 서변천로 175,061-798-0926,061-798-0929,850,2025-07-01,False,,,,legal_dong_match
FSC-715D5A9CE7,FS-68D1FD403E,119_safety_center,전라남도,광양시,46230,광영동,4623010800,4623010800,전라남도,광양소방서,광영119안전센터,전라남도 광양시 금영로 87(광영동),061-798-0931,061-798-0934,851,2025-07-01,False,,,,legal_dong_match
FSC-20067CB53B,FS-68D1FD403E,119_safety_center,전라남도,광양시,46230,금호동,4623011000,4623011000,전라남도,광양소방서,금호119안전센터,전라남도 광양시 희망길 12-12(금호동),061-798-0936,061-798-0939,852,2025-07-01,False,,,,legal_dong_match
FSC-C1058A6BAA,FS-68D1FD403E,119_safety_center,전라남도,광양시,46230,,,,전라남도,광양소방서,중마119안전센터,전라남도 광양시 중마중앙로 109,061-798-0891,061-798-0910,853,2025-07-01,False,,,,address_only
FSC-ADBB994D75,FS-CE42D82959,119_safety_center,전라남도,구례군,46730,구례읍,4673025000,4673025000,전라남도,구례소방서,구례119안전센터,전라남도 구례군 구례읍 양정4길 37,061-749-0890,061-749-0910,854,2025-07-01,False,,,,legal_dong_match
FSC-958CD78826,FS-8357DF7C60,119_safety_center,전라남도,나주시,46170,,,,전라남도,나주소방서,경현119안전센터,전라남도 나주시 예향로 4201,061-330-0890,061-330-0940,855,2025-07-01,False,,,,address_only
FSC-7151AB2A6E,FS-8357DF7C60,119_safety_center,전라남도,나주시,46170,남평읍,4617025000,4617025000,전라남도,나주소방서,남평119안전센터,전라남도 나주시 남평읍 지석로 106,061-330-0930,061-330-0934,856,2025-07-01,False,,,,legal_dong_match
FSC-519AE3D3FA,FS-8357DF7C60,119_safety_center,전라남도,나주시,46170,,,,전라남도,나주소방서,빛가람119안전센터,전라남도 나주시 그린로 296,061-330-0935,061-330-0939,857,2025-07-01,False,,,,address_only
FSC-DFDF9914F2,FS-8357DF7C60,119_safety_center,전라남도,나주시,46170,,,,전라남도,나주소방서,이창119안전센터,전라남도 나주시 이창택지길 6-13,061-330-0925,061-330-0929,858,2025-07-01,False,,,,address_only
FSC-8FBA778C64,FS-D915191DBC,119_safety_center,전라남도,담양군,46710,고서면,4671032000,4671032000,전라남도,담양소방서,고서119안전센터,전라남도 고서면 창평헌로 398,061-380-0935,061-380-0939,859,2025-07-01,False,,,,legal_dong_match
FSC-0336864116,FS-D915191DBC,119_safety_center,전라남도,담양군,46710,담양읍,4671025000,4671025000,전라남도,담양소방서,담양119안전센터,전라남도 담양군 담양읍 추성로 1232,061-380-0890,061-380-0895,860,2025-07-01,False,,,,legal_dong_match
FSC-DD667AA66D,FS-A387081A74,119_safety_center,전라남도,목포시,46110,유동,4611014900,4611014900,전라남도,목포소방서,경동119안전센터,전라남도  목포시 유동로 42번길 1,061-280-0930,061-280-0934,861,2025-07-01,False,,,,legal_dong_match
FSC-A2004E33AB,FS-A387081A74,119_safety_center,전라남도,목포시,46110,,,,전라남도,목포소방서,삼학119안전센터,전라남도 목포시 삼학로 218,061-280-0935,061-280-0939,862,2025-07-01,False,,,,address_only
FSC-A7A99C2D3F,FS-A387081A74,119_safety_center,전라남도,목포시,46110,,,,전라남도,목포소방서,연산119안전센터,전라남도 목포시 산정공단로 64,061-280-0940,061-280-0944,863,2025-07-01,False,,,,address_only
FSC-A6AD4A121E,FS-A387081A74,119_safety_center,전라남도,목포시,46110,,,,전라남도,목포소방서,하당119안전센터,전라남도 목포시 삼향천로 110,061-280-0890,061-280-0910,864,2025-07-01,False,,,,address_only
FSC-3112AA4755,FS-A387081A74,119_safety_center,전라남도,목포시,46110,,,,전라남도,목포소방서,호남119안전센터,전라남도  목포시 영산로 165,061-280-0925,061-280-0929,865,2025-07-01,False,,,,address_only
FSC-08D4E2E860,FS-28ED355B47,119_safety_center,전라남도,무안군,46840,삼향읍,4684025600,4684025600,전라남도,무안소방서,남악119안전센터,전라남도 무안군 삼향읍 남악5로72번길81-18,061-450-0935,061-450-0939,866,2025-07-01,False,,,,legal_dong_match
FSC-12DB60C039,FS-28ED355B47,119_safety_center,전라남도,무안군,46840,무안읍,4684025000,4684025000,전라남도,무안소방서,무안119안전센터,전라남도 무안군 무안읍 공항로 133,061-450-0890,061-450-0910,867,2025-07-01,False,,,,legal_dong_match
FSC-5D67BB4ADA,FS-28ED355B47,119_safety_center,전라남도,무안군,46840,일로읍,4684025300,4684025300,전라남도,무안소방서,일로119안전센터,전라남도 무안군 일로읍 삼일로 493-1,061-450-0925,061-450-0929,868,2025-07-01,False,,,,legal_dong_match
FSC-0474B55336,FS-28ED355B47,119_safety_center,전라남도,무안군,46840,청계면,4684033000,4684033000,전라남도,무안소방서,청계119안전센터,전라남도 무안군 청계면 백려동2길 14-13,061-450-0970,061-450-0943,869,2025-07-01,False,,,,legal_dong_match
FSC-2872568BF8,FS-28ED355B47,119_safety_center,전라남도,무안군,46840,해제면,4684036000,4684036000,전라남도,무안소방서,해제119안전센터,전라남도 무안군 해제면 현해로 1621,061-450-0930,061-450-0934,870,2025-07-01,False,,,,legal_dong_match
FSC-C994951E52,FS-1C2363B76D,119_safety_center,전라남도,보성군,46780,벌교읍,4678025300,4678025300,전라남도,보성소방서,벌교119안전센터,전라남도 보성군 벌교읍 녹색로 5247,061-859-0890,061-859-0910,871,2025-07-01,False,,,,legal_dong_match
FSC-54C1BECCC7,FS-1C2363B76D,119_safety_center,전라남도,보성군,46780,보성읍,4678025000,4678025000,전라남도,보성소방서,보성119안전센터,전라남도 보성군 보성읍 송재로 235,061-859-0925,061-859-0929,872,2025-07-01,False,,,,legal_dong_match
FSC-313BFC6F20,FS-1C2363B76D,119_safety_center,전라남도,보성군,46780,벌교읍,4678025300,4678025300,전라남도,보성소방서,홍교119안전센터,전라남도 보성군 벌교읍 홍암로 116-4,061-859-0930,061-859-0934,873,2025-07-01,False,,,,legal_dong_match
FSC-D2D2E26A0F,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,서면,4615032000,4615032000,전라남도,순천소방서,서면119안전센터,전라남도 순천시 서면 삼산로 281,061-750-0890,061-750-0910,874,2025-07-01,False,,,,legal_dong_match
FSC-DC76793023,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,승주읍,4615025000,4615025000,전라남도,순천소방서,승주119안전센터,전라남도 순천시 승주읍 승평길 19-17,061-750-0935,061-750-0939,875,2025-07-01,False,,,,legal_dong_match
FSC-B3B74AF953,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,해룡면,4615031000,4615031000,전라남도,순천소방서,신대119안전센터,전라남도 순천시 해룡면 매안로142,061-750-0955,061-750-0959,876,2025-07-01,False,,,,legal_dong_match
FSC-8D19515A94,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,,,,전라남도,순천소방서,연향119안전센터,전라남도 순천시 연향1로 26,061-750-0940,061-750-0944,877,2025-07-01,False,,,,address_only
FSC-B50EFF44CF,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,,,,전라남도,순천소방서,왕조119안전센터,전라남도 순천시 기적의도서관1길 30,061-750-0930,061-750-0934,878,2025-07-01,False,,,,address_only
FSC-07634B6220,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,,,,전라남도,순천소방서,저전119안전센터,전라남도 순천시 중앙로 19,061-750-0925,061-750-0929,879,2025-07-01,False,,,,address_only
FSC-24ADE3D2FC,FS-6B92CAE332,119_safety_center,전라남도,순천시,46150,해룡면,4615031000,4615031000,전라남도,순천소방서,해룡119안전센터,전라남도 순천시 해룡면 율촌산단5로 17,061-750-0950,061-750-0954,880,2025-07-01,False,,,,legal_dong_match
FSC-91B9BF5E5E,FS-5251E90A7B,119_safety_center,전라남도,신안군,46910,암태면,4691042000,4691042000,전라남도,신안소방서,신안119안전센터,전라남도 신안군 암태면 승봉로 17,061-241-0890,061-241-0921,881,2025-07-01,False,,,,legal_dong_match
FSC-B1133C2C98,FS-5251E90A7B,119_safety_center,전라남도,신안군,46910,지도읍,4691025000,4691025000,전라남도,신안소방서,지도119안전센터,전라남도 신안군 지도읍 해제지도로 1304,061-241-0925,061-241-0929,882,2025-07-01,False,,,,legal_dong_match
FSC-A2E7F481C4,FS-D03151D956,119_safety_center,전라남도,여수시,46130,돌산읍,4613025000,4613025000,전라남도,여수소방서,돌산119안전센터,전라남도 여수시 돌산읍 강남로 34,061-680-0950,061-680-0952,883,2025-07-01,False,,,,legal_dong_match
FSC-C45886246B,FS-D03151D956,119_safety_center,전라남도,여수시,46130,남산동,4613011600,4613011600,전라남도,여수소방서,봉산119안전센터,전라남도 여수시 어항단지로 222-5(남산동),061-680-0935,061-680-0939,884,2025-07-01,False,,,,legal_dong_match
FSC-F5A1E166B6,FS-D03151D956,119_safety_center,전라남도,여수시,46130,소라면,4613031000,4613031000,전라남도,여수소방서,소라119안전센터,전라남도 여수시 소라면 이순로 297,061-680-0955,061-680-0957,885,2025-07-01,False,,,,legal_dong_match
FSC-B4002E9A25,FS-D03151D956,119_safety_center,전라남도,여수시,46130,문수동,4613012000,4613012000,전라남도,여수소방서,여서119안전센터,전라남도 여수시 문수로 131(문수동),061-680-0945,061-680-0947,886,2025-07-01,False,,,,legal_dong_match
FSC-5642694155,FS-D03151D956,119_safety_center,전라남도,여수시,46130,연등동,4613011100,4613011100,전라남도,여수소방서,연등119안전센터,전라남도 여수시 좌수영로 162(연등동),061-680-0925,061-680-0929,887,2025-07-01,False,,,,legal_dong_match
FSC-FB6C74835C,FS-D03151D956,119_safety_center,전라남도,여수시,46130,평여동,4613014300,4613014300,전라남도,여수소방서,평여119안전센터,전라남도 여수시 여수산단로 321(평여동),061-680-0940,061-680-0942,888,2025-07-01,False,,,,legal_dong_match
FSC-BEE402DF20,FS-D03151D956,119_safety_center,전라남도,여수시,46130,,,,전라남도,여수소방서,학동119안전센터,전라남도 여수시 망마로 20,061-680-0890,061-680-0910,889,2025-07-01,False,,,,address_only
FSC-7E5ED95BD1,FS-8441D2E15C,119_safety_center,전라남도,영광군,46870,영광읍,4687025000,4687025000,전라남도,영광소방서,영광119안전센터,전라남도 영광군 영광읍 함영로 3508,061-350-0890,061-350-0921,890,2025-07-01,False,,,,legal_dong_match
FSC-C9168F636A,FS-8441D2E15C,119_safety_center,전라남도,영광군,46870,홍농읍,4687025600,4687025600,전라남도,영광소방서,홍농119안전센터,전라남도 영광군 홍농읍 홍농로 543,061-350-0925,061-350-0930,891,2025-07-01,False,,,,legal_dong_match
FSC-C849065283,FS-F91416C04B,119_safety_center,전라남도,영암군,46830,삼호읍,4683025300,4683025300,전라남도,영암소방서,삼호119안전센터,전라남도 영암군 삼호읍 나불로 192,061-460-0890,061-460-0910,892,2025-07-01,False,,,,legal_dong_match
FSC-D6EE116E7A,FS-F91416C04B,119_safety_center,전라남도,영암군,46830,신북면,4683033000,4683033000,전라남도,영암소방서,신북119안전센터,전라남도 영암군 신북면 아이랑로 52,061-460-0930,061-460-0934,893,2025-07-01,False,,,,legal_dong_match
FSC-5E1ACEFBBA,FS-F91416C04B,119_safety_center,전라남도,영암군,46830,영암읍,4683025000,4683025000,전라남도,영암소방서,영암119안전센터,전라남도 영암군 영암읍 월출로 46,061-460-0925,061-460-0929,894,2025-07-01,False,,,,legal_dong_match
FSC-BA13E7F382,FS-F32D3DA077,119_safety_center,전라남도,완도군,46890,고금면,4689033000,4689033000,전라남도,완도소방서,고금119안전센터,전라남도 완도군 고금면 고금동로 266,061-470-0925,061-470-0929,895,2025-07-01,False,,,,legal_dong_match
FSC-D1DE631D6A,FS-F32D3DA077,119_safety_center,전라남도,완도군,46890,,,,전라남도,완도소방서,완도119안전센터,전라남도 완도군 농공단지길 7,061-470-0890,061-470-0910,896,2025-07-01,False,,,,address_only
FSC-F872F1E7FC,FS-885AAE8E9B,119_safety_center,전라남도,장성군,46880,삼계면,4688035000,4688035000,전라남도,장성소방서,삼계119안전센터,전라남도 장성군 삼계면 영장로 1632,061-360-0925,061-360-0929,897,2025-07-01,False,,,,legal_dong_match
FSC-A34E9DCEC5,FS-885AAE8E9B,119_safety_center,전라남도,장성군,46880,장성읍,4688025000,4688025000,전라남도,장성소방서,장성119안전센터,전라남도 장성군 장성읍 단풍로 204,061-360-0890,061-360-0910,898,2025-07-01,False,,,,legal_dong_match
FSC-231FF4A798,FS-ABCA9EA99A,119_safety_center,전라남도,장흥군,46800,장흥읍,4680025000,4680025000,전라남도,장흥소방서,장흥119안전센터,전라남도 장흥군 장흥읍 북부로 138,061-850-0890,061-850-0910,899,2025-07-01,False,,,,legal_dong_match
FSC-46B13BCB09,FS-ABCA9EA99A,119_safety_center,전라남도,장흥군,46800,관산읍,4680025300,4680025300,전라남도,장흥소방서,정남진119안전센터,전라남도 장흥군 관산읍 관산우회로 103,061-850-0925,061-850-0929,900,2025-07-01,False,,,,legal_dong_match
FSC-C7D1DC6764,FS-DB70AB4A8C,119_safety_center,전라남도,진도군,46900,임회면,4690034000,4690034000,전라남도,진도소방서,임회119안전센터,전라남도 진도군 임회면 십일시장길 34,061-540-0925,061-540-0929,901,2025-07-01,False,,,,legal_dong_match
FSC-706F0DBC3A,FS-DB70AB4A8C,119_safety_center,전라남도,진도군,46900,진도읍,4690025000,4690025000,전라남도,진도소방서,진도119안전센터,전라남도 진도군 진도읍 진도대로 6935,061-540-0890,061-540-0921,902,2025-07-01,False,,,,legal_dong_match
FSC-0620DB1840,FS-8B4E5A4E1F,119_safety_center,전라남도,함평군,46860,나산면,4686036000,4686036000,전라남도,함평소방서,나산119안전센터,전라남도 함평군 나산면 함장로 2786,061-338-0925,061-338-0929,903,2025-07-01,False,,,,legal_dong_match
FSC-C6E185A5BC,FS-8B4E5A4E1F,119_safety_center,전라남도,함평군,46860,대동면,4686035000,4686035000,전라남도,함평소방서,함평119안전센터,전라남도 함평군 대동면 학동로 386,061-338-0890,061-338-0921,904,2025-07-01,False,,,,legal_dong_match
FSC-45E4BBE60B,FS-427667CF12,119_safety_center,전라남도,해남군,46820,송지면,4682034000,4682034000,전라남도,해남소방서,땅끝119안전센터,전라남도 해남군 송지면 미야길 237-3,061-530-0940,061-530-0944,905,2025-07-01,False,,,,legal_dong_match
FSC-C9852A9EDE,FS-427667CF12,119_safety_center,전라남도,해남군,46820,해남읍,4682025000,4682025000,전라남도,해남소방서,해남119안전센터,전라남도 해남군 해남읍 교육청길 82,061-530-0890,061-530-0910,906,2025-07-01,False,,,,legal_dong_match
FSC-3404DACEDE,FS-58912B0EDE,119_safety_center,전라남도,화순군,46790,능주면,4679035000,4679035000,전라남도,화순소방서,능주119안전센터,전라남도 화순군 능주면 지석로 1428,061-379-0925,061-379-0929,907,2025-07-01,False,,,,legal_dong_match
FSC-85106006AE,FS-58912B0EDE,119_safety_center,전라남도,화순군,46790,동복면,4679040000,4679040000,전라남도,화순소방서,동복119안전센터,전라남도 화순군 동복면 천변길 7,061-379-0930,061-379-0933,908,2025-07-01,False,,,,legal_dong_match
FSC-DC61DD7C08,FS-58912B0EDE,119_safety_center,전라남도,화순군,46790,화순읍,4679025000,4679025000,전라남도,화순소방서,화순119안전센터,전라남도 화순군 화순읍 학포로 2750,061-379-0890,061-379-0910,909,2025-07-01,False,,,,legal_dong_match
